"ChEMBL ID;    ""Name"";""Synonyms"";""Type"";""Max Phase"";""Molecular Weight"";""Targets"";""Bioactivities"";""AlogP"";""Polar Surface Area"";""HBA"";""HBD"";""#RO5 Violations"";""#Rotatable Bonds"";""Passes Ro3"";""QED Weighted"";""CX Acidic pKa"";""CX Basic pKa"";""CX LogP"";""CX LogD"";""Aromatic Rings"";""Structure Type"";""Inorganic Flag"";""Heavy Atoms"";""HBA (Lipinski)"";""HBD (Lipinski)"";""#RO5 Violations (Lipinski)"";""Molecular Weight (Monoisotopic)"";""Np Likeness Score"";""Molecular Species"";""Molecular Formula"";""Smiles"";""Inchi Key""",,,,,,,,,,,,,
"CHEMBL2105534;""ZOLIMIDINE"";""SOLIMIDIN|ZOLIMIDINE|ZOLIRIDINE"";""Small molecule"";""-1.0"";""272.33"";""3"";""13"";""2.40"";""51.44"";""4"";""0"";""0"";""2"";""N"";""0.72"";""None"";""5.38"";""1.63"";""1.63"";""3"";""MOL"";""0"";""19"";""4"";""0"";""0"";""272.0619"";""-2.39"";""NEUTRAL"";""C14H12N2O2S"";""CS(=O)(=O)c1ccc(-c2cn3ccccc3n2)cc1"";""VSLIUWLPFRVCDL-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1514;""LEVOMETHADYL ACETATE"";""LAA-M|LAAM|LEVACETYLMETHADOL|LEVO-ALPHACETYLMETHADOL|LEVOACETYL METHADOL|LEVOMETHADYL ACETATE|Levomethadyl acetate"";""Small molecule"";""4.0"";""353.51"";""6"";""9"";""4.65"";""29.54"";""3"";""0"";""0"";""8"";""N"";""0.65"";""None"";""9.87"";""4.88"";""2.45"";""2"";""MOL"";""0"";""26"";""3"";""0"";""0"";""353.2355"";""0.13"";""BASE"";""C23H31NO2"";""CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1"";""XBMIVRRWGCYBTQ-AVRDEDQJSA-N""",,,,,,,,,,,,,
"CHEMBL1200574;""SODIUM CHLORIDE"";""0.9% NACL|0.9% SALINE|0.9% SALINE SOLUTION|10% SODIUM CHLORIDE INJECTION|AQSIA (BALANCED SALT SOLN)|ASKINA|ASKINA JET|B1655|BALANCED SALT|BRONCHO SALINE|BSS (BALANCED SALT SOLN)|FLOWFUSOR|FRESENIUS|HYPROMELLOSE IN RINGERS SOLN|IOCARE (BALANCED SALT SOLN)|IRRICLENS|ISOT SALINE|ISOTONIC|ISOTONIC SALINE|ISOTONIC SODIUM CHLORIDE SOLUTION|LABMIST|LOCKES|LS-1700|MACOPERF|MINIVERSOL|MURO 128|NACL 0.9%|NINE LIVES|NORMAL SALINE|NORMASOL|NSC-77364|OFT CUSI ANTIEDEMA|OPTIFLO S|PHYSIOMER|RINGER'S|RINGER-LOCKE|RNS-60 COMPONENT SALINE|RNS60 COMPONENT SALINE|S-CHLOR SF|SALEX|SALINE|SALINE SOLUTION|SALINE STERIPOULE|SALINEX|SEA WATER|SLOW SOD|SODICLOR|SODIUM CHLORIDE|SODIUM CHLORIDE 14.6%|SODIUM CHLORIDE 23.4%|SODIUM CHLORIDE SOLUTION|SODIUM CHLORIDE", HYPERTONIC|STERAC|STERI-WASH|STERIJET|SYRISAL|Sodium Chloride," Hypertonic|TOPICLENS|TUBILUX|Table Salt|URIFLEX-S|URIFLEX-SP|UROCLENS|VITACLEAN"";""Small molecule"";""4.0"";""58.44"";""15"";""136"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""MOL"";""1"";""None"";""None"";""None"";""None"";""57.9586"";""None"";""None"";""ClNa"";""[Cl-].[Na+]"";""FAPWRFPIFSIZLT-UHFFFAOYSA-M""",,,,,,,,,,,
"CHEMBL1200538;""BETAMETHASONE ACETATE"";""BETAMETHASONE 21-ACETATE|BETAMETHASONE ACETATE|NSC-759196"";""Small molecule"";""4.0"";""434.50"";""5"";""26"";""2.47"";""100.90"";""6"";""2"";""0"";""3"";""N"";""0.66"";""12.44"";""None"";""2.12"";""2.12"";""0"";""MOL"";""0"";""31"";""6"";""2"";""0"";""434.2105"";""2.00"";""NEUTRAL"";""C24H31FO6"";""CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"";""AKUJBENLRBOFTD-QZIXMDIESA-N""",,,,,,,,,,,,,
"CHEMBL539;""ACETIC ACID"";""ACETIC|ACETIC ACID|ACETIC ACID GLACIAL|ACETIC ACID", DILUTED|ACETIC ACID, GLACIAL|ACETIC ACID,GLACIAL|ACETICUM ACIDUM|ACETOPYRINE|ACI-JEL|ACIDUM ACETICUM|ACIDUM ACETICUM GLACIALE|ACOPYRINE|ANTIPYRINE ACETYLSALICYLATE|Acetasol|Acetic Acid|Acetic Acid," Glacial|Acetic acid|DISTILLED VINEGAR|E-260|E260|EARCALM|FEMA NO. 2006|GLACIAL ACETIC ACID|INS NO.260|INS-260|NSC-111201|NSC-112209|NSC-115870|NSC-127175|NSC-132953|NSC-406306|ORTHOACETIC ACID|Orlex|PYROSAL|VINEGAR|VINEGAR ACID|Vosol"";""Small molecule"";""4.0"";""60.05"";""20"";""128"";""0.09"";""37.30"";""1"";""1"";""0"";""0"";""Y"";""0.43"";""4.54"";""None"";""-0.22"";""-3.00"";""0"";""MOL"";""0"";""4"";""2"";""1"";""0"";""60.0211"";""0.47"";""ACID"";""C2H4O2"";""CC(=O)O"";""QTBSBXVTEAMEQO-UHFFFAOYSA-N""",,,,,,,,,
"CHEMBL3142420;"""";"""";""Small molecule"";"""";""356.50"";""2"";""4"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""MOL"";""-1"";""None"";""None"";""None"";""None"";""356.1767"";""None"";""None"";""C16H28N2O5Si"";""Cc1cn([C@H]2C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H](CO)O2)c(=O)[nH]c1=O"";""QAPSNMNOIOSXSQ-YNEHKIRRSA-N""",,,,,,,,,,,,,
"CHEMBL2110948;""POLDINE"";""POLDINE"";""Small molecule"";""4.0"";""340.44"";""1"";""2"";""2.70"";""46.53"";""3"";""1"";""0"";""5"";""N"";""0.67"";""11.05"";""None"";""-0.97"";""-0.97"";""2"";""MOL"";""0"";""25"";""4"";""1"";""0"";""340.1907"";""0.50"";""NEUTRAL"";""C21H26NO3+"";""C[N+]1(C)CCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1"";""CQRKVVAGMJJJSR-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL2104273;""ETHYBENZTROPINE"";""ETHYBENZTROPINE|ETYBENZATROPINE|Panolid|UK-738"";""Small molecule"";""-1.0"";""321.46"";""1"";""2"";""4.81"";""12.47"";""2"";""0"";""0"";""5"";""N"";""0.78"";""None"";""9.82"";""4.54"";""2.16"";""2"";""MOL"";""0"";""24"";""2"";""0"";""0"";""321.2093"";""0.06"";""BASE"";""C22H27NO"";""CCN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2"";""PHTMLLGDZBZXMW-AERCQKQUSA-N""",,,,,,,,,,,,,
"CHEMBL2103778;""CILANSETRON"";""CILANSETRON|KC-9946"";""Small molecule"";""-1.0"";""319.41"";""35"";""44"";""3.54"";""39.82"";""4"";""0"";""0"";""2"";""N"";""0.72"";""None"";""7.34"";""2.83"";""2.59"";""3"";""MOL"";""0"";""24"";""4"";""0"";""0"";""319.1685"";""-0.63"";""NEUTRAL"";""C20H21N3O"";""Cc1nccn1C[C@H]1CCc2c(c3cccc4c3n2CCC4)C1=O"";""NCNFDKWULDWJDS-OAHLLOKOSA-N""",,,,,,,,,,,,,
"CHEMBL1734;""SOLIFENACIN"";""NSC-759144|SOLIFENACIN|Solifenacin|VESICARE"";""Small molecule"";""4.0"";""362.47"";""28"";""52"";""3.86"";""32.78"";""3"";""0"";""0"";""2"";""N"";""0.81"";""None"";""8.88"";""3.96"";""2.47"";""2"";""MOL"";""0"";""27"";""4"";""0"";""0"";""362.1994"";""-0.06"";""BASE"";""C23H26N2O2"";""O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1"";""FBOUYBDGKBSUES-VXKWHMMOSA-N""",,,,,,,,,,,,,
"CHEMBL741;""LAMOTRIGINE"";""BW 430C|BW-430C|LAMICTAL CD|LAMICTAL ODT|LAMICTAL XR|LAMOTRIGINE|Lamictal|NSC-759171"";""Small molecule"";""4.0"";""256.10"";""173"";""954"";""2.01"";""90.71"";""5"";""2"";""0"";""1"";""N"";""0.81"";""None"";""5.89"";""1.93"";""1.91"";""2"";""MOL"";""0"";""16"";""5"";""4"";""0"";""255.0079"";""-1.11"";""NEUTRAL"";""C9H7Cl2N5"";""Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1"";""PYZRQGJRPPTADH-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL86715;""PROCYCLIDINE"";""ELORINE|KEMADRINE|LERGINE|NSC-169103|PROCYCLIDINE|TRICOLOID|VAGOSIN"";""Small molecule"";""4.0"";""287.45"";""14"";""47"";""3.94"";""23.47"";""2"";""1"";""0"";""5"";""N"";""0.89"";""13.84"";""9.45"";""3.79"";""1.75"";""1"";""MOL"";""0"";""21"";""2"";""1"";""0"";""287.2249"";""-0.45"";""BASE"";""C19H29NO"";""OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1"";""WYDUSKDSKCASEF-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1520;""VARDENAFIL"";""BAY-389456|BAY38-9456|LEVITRA|VARDENAFIL|VIVANZA|Vardenafil"";""Small molecule"";""4.0"";""488.61"";""32"";""120"";""2.07"";""112.90"";""8"";""1"";""0"";""8"";""N"";""0.52"";""11.75"";""6.21"";""1.43"";""1.40"";""3"";""MOL"";""0"";""34"";""10"";""1"";""0"";""488.2206"";""-1.61"";""NEUTRAL"";""C23H32N6O4S"";""CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12"";""SECKRCOLJRRGGV-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1201342;""METHIXENE"";""ATOSIL|METIXENE|Methixene"";""Small molecule"";""4.0"";""309.48"";""4"";""9"";""5.02"";""3.24"";""2"";""0"";""1"";""2"";""N"";""0.77"";""None"";""9.34"";""5.06"";""3.13"";""2"";""MOL"";""0"";""22"";""1"";""0"";""1"";""309.1551"";""-0.24"";""BASE"";""C20H23NS"";""CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1"";""MJFJKKXQDNNUJF-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL497939;""CYTISINICLINE"";""6039 Sopharma|BAPTITOXINE|CYTISINE|CYTISINICLINE|CYTITON|NSC-407282|SOPHORINE|Tabex|ULEXINE"";""Small molecule"";""3.0"";""190.25"";""97"";""231"";""0.56"";""34.03"";""3"";""1"";""0"";""0"";""Y"";""0.65"";""None"";""9.82"";""-0.28"";""-2.64"";""1"";""MOL"";""0"";""14"";""3"";""1"";""0"";""190.1106"";""-0.21"";""BASE"";""C11H14N2O"";""O=c1cccc2n1C[C@@H]1CNC[C@H]2C1"";""ANJTVLIZGCUXLD-DTWKUNHWSA-N""",,,,,,,,,,,,,
"CHEMBL589;""ROPINIROLE"";""NSC-758917|ROPINIROLE|Requip|Ropinirole|SK&F 101468"";""Small molecule"";""4.0"";""260.38"";""38"";""136"";""2.85"";""32.34"";""2"";""1"";""0"";""7"";""N"";""0.82"";""12.27"";""10.17"";""3.06"";""0.36"";""1"";""MOL"";""0"";""19"";""3"";""1"";""0"";""260.1889"";""-0.47"";""BASE"";""C16H24N2O"";""CCCN(CCC)CCc1cccc2c1CC(=O)N2"";""UHSKFQJFRQCDBE-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL2108735;""DRISAPERSEN"";""DRISAPERSEN|GSK 2402968A|GSK-2402968|GSK-2402968A|GSK2402968|GSK2402968A|H51AON23|PRO-051|PRO051"";""Oligonucleotide"";""3.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL1743007;""DARATUMUMAB"";""3003-005|DARATUMUMAB|DARATUMUMAB-FIHJ|DARZALEX|HUMAX-CD 38|HuMax-CD38"";""Antibody"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""SEQ"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL2108027;""DULAGLUTIDE"";""DULAGLUTIDE|LY-2189265|LY2189265|TRULICITY"";""Protein"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL2108894;""ALGINIC ACID"";""ACIDUM ALGINICUM|ALGINATE|ALGINIC ACID|E-400|INS NO.400|INS-400|LANDALGINE|LANDALGINE P|MEDISORB A|SATIALGINE H|SATIALGINE H 8"";""Unknown"";""3.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL3833348;""BISMUTH SUBNITRATE"";""BISMUTH HYDROXIDE NITRATE OXIDE|BISMUTH NITRATE", BASIC|BISMUTH SUBNITRATE|BISMUTH SUBNITRATE," HEAVY|BISMUTHUM SUBNITRICUM|C.I. 77169|C.I. PIGMENT WHITE 17|Mammol"";""Small molecule"";""-1.0"";""1461.98"";"""";"""";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""NONE"";""1"";""None"";""None"";""None"";""None"";""1461.8728"";""None"";""None"";""H9Bi5N4O22"";"""";""""",,,,,,,,,,,
"CHEMBL4298037;""RETIFANLIMAB"";""AEX-1188|AEX1188|INCMGA-00012|INCMGA-0012|INCMGA00012|MGA-012|MGA012|RETIFANLIMAB"";""Antibody"";""3.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL841;""LOPERAMIDE"";""Imodium|LOPERAMIDE|Loperamide"";""Small molecule"";""4.0"";""477.05"";""183"";""1072"";""5.09"";""43.78"";""3"";""1"";""1"";""7"";""N"";""0.52"";""13.96"";""9.41"";""4.77"";""2.77"";""3"";""MOL"";""0"";""34"";""4"";""1"";""1"";""476.2231"";""-0.36"";""BASE"";""C29H33ClN2O2"";""CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1"";""RDOIQAHITMMDAJ-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL2110588;""ELIGLUSTAT"";""CERDELGA|ELIGLUSTAT|GENZ 99067|GENZ-99067"";""Small molecule"";""4.0"";""404.55"";""4"";""15"";""3.43"";""71.03"";""5"";""2"";""0"";""11"";""N"";""0.55"";""13.51"";""8.17"";""3.21"";""2.37"";""1"";""MOL"";""0"";""29"";""6"";""2"";""0"";""404.2675"";""-0.22"";""NEUTRAL"";""C23H36N2O4"";""CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2"";""FJZZPCZKBUKGGU-AUSIDOKSSA-N""",,,,,,,,,,,,,
"CHEMBL3039520;""LASMIDITAN"";""COL-144|LASMIDITAN|LY573144|Lasmiditan"";""Small molecule"";""4.0"";""377.37"";""38"";""1003"";""3.28"";""62.30"";""4"";""1"";""0"";""4"";""N"";""0.83"";""12.23"";""7.99"";""3.30"";""2.61"";""2"";""MOL"";""0"";""27"";""5"";""1"";""0"";""377.1351"";""-1.44"";""NEUTRAL"";""C19H18F3N3O2"";""CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1"";""XEDHVZKDSYZQBF-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL708;""ZIPRASIDONE"";""CP-88059|Geodon|ZIPRADON|ZIPRASIDONE|Ziprasidone"";""Small molecule"";""4.0"";""412.95"";""65"";""265"";""3.81"";""48.47"";""5"";""1"";""0"";""4"";""N"";""0.71"";""12.21"";""7.09"";""4.30"";""4.13"";""3"";""MOL"";""0"";""28"";""5"";""1"";""0"";""412.1125"";""-1.57"";""NEUTRAL"";""C21H21ClN4OS"";""O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1"";""MVWVFYHBGMAFLY-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL2095212;""MIRABEGRON"";""BETANIS|BETMIGA|MIRABEGRON|MYRBETRIQ|MYRBETRIQ GRANULES|YM-178|YM178"";""Small molecule"";""4.0"";""396.52"";""33"";""1029"";""2.77"";""100.27"";""6"";""4"";""0"";""9"";""N"";""0.42"";""13.84"";""9.62"";""2.89"";""0.70"";""3"";""MOL"";""0"";""28"";""6"";""5"";""0"";""396.1620"";""-1.43"";""BASE"";""C21H24N4O2S"";""Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1"";""PBAPPPCECJKMCM-IBGZPJMESA-N""",,,,,,,,,,,,,
"CHEMBL807;""MEMANTINE"";""D-145|DRG-0267|MEMANTINE|Memantine|NSC-757843|Namenda"";""Small molecule"";""4.0"";""179.31"";""55"";""263"";""2.69"";""26.02"";""1"";""1"";""0"";""0"";""Y"";""0.61"";""None"";""10.70"";""2.07"";""-0.78"";""0"";""MOL"";""0"";""13"";""1"";""2"";""0"";""179.1674"";""0.53"";""BASE"";""C12H21N"";""CC12CC3CC(C)(C1)CC(N)(C3)C2"";""BUGYDGFZZOZRHP-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1328898;""MELEVODOPA"";""CHF-1301|LEVOMET|MELEVODOPA"";""Small molecule"";""1.0"";""211.22"";""21"";""33"";""0.14"";""92.78"";""5"";""3"";""0"";""3"";""N"";""0.49"";""9.29"";""6.97"";""0.62"";""0.47"";""1"";""MOL"";""0"";""15"";""5"";""4"";""0"";""211.0845"";""0.93"";""NEUTRAL"";""C10H13NO4"";""COC(=O)[C@@H](N)Cc1ccc(O)c(O)c1"";""XBBDACCLCFWBSI-ZETCQYMHSA-N""",,,,,,,,,,,,,
"CHEMBL742;""KETAMINE"";""ANAKET V|CALYPSOL|CLORKETAM 1000|DL-KETAMINE|IMALGENE 1000|KETALAR|KETAMINE|KETASOL 100|Ketamine|NARKETAN|NSC-70151|PMI-150|TEKAM|URSOTAMIN|VETAKET"";""Small molecule"";""4.0"";""237.73"";""154"";""787"";""2.90"";""29.10"";""2"";""1"";""0"";""2"";""Y"";""0.86"";""None"";""7.16"";""3.35"";""3.15"";""1"";""MOL"";""0"";""16"";""2"";""1"";""0"";""237.0920"";""0.02"";""NEUTRAL"";""C13H16ClNO"";""CNC1(c2ccccc2Cl)CCCCC1=O"";""YQEZLKZALYSWHR-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1095607;""REPROTEROL"";""D-1959|REPROTEROL"";""Small molecule"";""4.0"";""389.41"";""2"";""2"";""-0.44"";""134.54"";""10"";""4"";""0"";""7"";""N"";""0.40"";""8.84"";""9.66"";""-1.19"";""-2.34"";""3"";""MOL"";""0"";""28"";""10"";""4"";""0"";""389.1699"";""-0.60"";""BASE"";""C18H23N5O5"";""Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O"";""WVLAAKXASPCBGT-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1180725;""PROPANTHELINE"";""PROPANTHELINE|PROPANTHELINE CATION|PROPANTHELINE ION|Propantheline"";""Small molecule"";""4.0"";""368.50"";""20"";""80"";""4.73"";""35.53"";""3"";""0"";""0"";""6"";""N"";""0.55"";""None"";""None"";""0.36"";""0.36"";""2"";""MOL"";""0"";""27"";""4"";""0"";""0"";""368.2220"";""0.10"";""NEUTRAL"";""C23H30NO3+"";""CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C"";""VVWYOYDLCMFIEM-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL2107781;""SODIUM TARTRATE"";""SODIUM TARTRATE"";""Small molecule"";""-1.0"";""194.05"";"""";"""";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""MOL"";""0"";""None"";""None"";""None"";""None"";""193.9803"";""None"";""None"";""C4H4Na2O6"";""O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-].[Na+].[Na+]"";""HELHAJAZNSDZJO-OLXYHTOASA-L""",,,,,,,,,,,,,
"CHEMBL4297186;""NIPEROTIDINE"";""NIPEROTIDINE"";""Small molecule"";""-1.0"";""434.52"";"""";"""";""2.76"";""102.04"";""9"";""2"";""0"";""12"";""N"";""0.30"";""None"";""7.80"";""2.34"";""1.80"";""2"";""MOL"";""0"";""30"";""9"";""2"";""0"";""434.1624"";""-1.05"";""NEUTRAL"";""C20H26N4O5S"";""CN(C)Cc1ccc(CSCCNC(=C[N+](=O)[O-])NCc2ccc3c(c2)OCO3)o1"";""HXRSXEDVVARPHP-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1567463;""CHOLINE ALFOSCERATE"";""ALPHA-GLYCERYLPHOSPHORYLCHOLINE|CHOLINE ALFOSCERATE|CHOLINE ALPHOSCERATE|CHOLINE GLYCEROPHOSPHATE|GLIATILIN|GLYCEROPHOSPHOCHOLINE|L-ALPHA-GLYCERYLPHOSPHORYLCHOLINE"";""Small molecule"";""3.0"";""257.22"";""113"";""274"";""-1.45"";""99.05"";""6"";""2"";""0"";""8"";""N"";""0.41"";""1.86"";""None"";""-5.73"";""-3.70"";""0"";""MOL"";""0"";""16"";""7"";""2"";""0"";""257.1028"";""1.20"";""ACID"";""C8H20NO6P"";""C[N+](C)(C)CCOP(=O)([O-])OC[C@H](O)CO"";""SUHOQUVVVLNYQR-MRVPVSSYSA-N""",,,,,,,,,,,,,
"CHEMBL15891;""LINDANE"";""BENZENE HEXACHLORIDE GAMMA|BENZENE HEXACHLORIDE"," GAMMA|ESODERM|GAMENE|GAMMA BENZENE HEXACHLORIDE|GAMMAHEXACHLORCYCLOHEXANE|Gamma Benzene Hydrochloride|Gammallin|Gammaxene|Gexane|HEXACHLORANE|HEXICIDE|Kwell|LINDANE|LINDANUM|LOREXANE|LOREXANE NO 3|NSC-755895|QUELLADA|Scabene|gamma-Hexachlorocyclohexane"";""Small molecule"";""4.0"";""290.83"";""34"";""90"";""3.64"";""0.00"";""0"";""0"";""0"";""0"";""N"";""0.60"";""None"";""None"";""4.35"";""4.35"";""0"";""MOL"";""0"";""12"";""0"";""0"";""0"";""287.8601"";""0.18"";""None"";""C6H6Cl6"";""Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl"";""JLYXXMFPNIAWKQ-GNIYUCBRSA-N""",,,,,,,,,,,,
"CHEMBL900;""ORPHENADRINE"";""Disipal|Invagesic|MEFENAMINE|MIALGIN|Norflex|Norgesic|ORPHENADRIN|ORPHENADRINE|Orphenadrine|Orphengesic"";""Small molecule"";""4.0"";""269.39"";""129"";""352"";""3.66"";""12.47"";""2"";""0"";""0"";""6"";""N"";""0.79"";""None"";""8.87"";""4.17"";""2.69"";""2"";""MOL"";""0"";""20"";""2"";""0"";""0"";""269.1780"";""-0.72"";""BASE"";""C18H23NO"";""Cc1ccccc1C(OCCN(C)C)c1ccccc1"";""QVYRGXJJSLMXQH-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL3707205;""(2-BENZHYDRYLOXYETHYL)DIETHYL-METHYLAMMONIUM"";"""";""Small molecule"";""-1.0"";""298.45"";"""";"""";""4.28"";""9.23"";""1"";""0"";""0"";""8"";""N"";""0.66"";""None"";""None"";""0.20"";""0.20"";""2"";""MOL"";""0"";""22"";""2"";""0"";""0"";""298.2165"";""-0.04"";""NEUTRAL"";""C20H28NO+"";""CC[N+](C)(CC)CCOC(c1ccccc1)c1ccccc1"";""IHFMXHPNVAVTCJ-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1495;""OXYPHENCYCLIMINE"";""OXYPHENCYCLIMINE|Oxyphencyclimine"";""Small molecule"";""4.0"";""344.46"";""1"";""1"";""2.73"";""62.13"";""5"";""1"";""0"";""5"";""N"";""0.83"";""11.54"";""9.27"";""2.62"";""0.86"";""1"";""MOL"";""0"";""25"";""5"";""1"";""0"";""344.2100"";""-0.20"";""BASE"";""C20H28N2O3"";""CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1"";""DUDKAZCAISNGQN-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL3183075;""NIZATIDINE"";""ACINON|AXID AR|Axid|LY 139037|LY-139037|NIZATIDINE|NSC-759289|ZINGA 150|ZINGA 300"";""Small molecule"";""4.0"";""331.47"";""115"";""700"";""1.32"";""83.33"";""8"";""2"";""0"";""10"";""N"";""0.38"";""None"";""6.54"";""0.77"";""0.72"";""1"";""MOL"";""0"";""21"";""7"";""2"";""0"";""331.1137"";""-2.04"";""NEUTRAL"";""C12H21N5O2S2"";""CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1"";""SGXXNSQHWDMGGP-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL2018096;""IPRAGLIFLOZIN"";""ASP-1941|IPRAGLIFLOZIN"";""Small molecule"";""3.0"";""404.46"";""8"";""38"";""2.15"";""90.15"";""6"";""4"";""0"";""4"";""N"";""0.54"";""12.57"";""None"";""2.46"";""2.46"";""3"";""MOL"";""0"";""28"";""5"";""4"";""0"";""404.1094"";""0.19"";""NEUTRAL"";""C21H21FO5S"";""OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O"";""AHFWIQIYAXSLBA-RQXATKFSSA-N""",,,,,,,,,,,,,
"CHEMBL282121;""MEBEVERINE"";""ARLUY|MEBEVERINE"";""Small molecule"";""4.0"";""429.56"";""9"";""14"";""4.60"";""57.23"";""6"";""0"";""0"";""13"";""N"";""0.34"";""None"";""10.31"";""4.89"";""2.08"";""2"";""MOL"";""0"";""31"";""6"";""0"";""0"";""429.2515"";""-0.60"";""BASE"";""C25H35NO5"";""CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1"";""VYVKHNNGDFVQGA-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL376488;""BEDAQUILINE"";""BEDAQUILINE|R-207910|R207910|SIRTURO|TMC-207|TMC207"";""Small molecule"";""4.0"";""555.52"";""62"";""504"";""7.13"";""45.59"";""4"";""1"";""2"";""8"";""N"";""0.22"";""13.61"";""8.91"";""7.13"";""5.61"";""5"";""MOL"";""0"";""37"";""4"";""1"";""2"";""554.1569"";""-0.55"";""BASE"";""C32H31BrN2O2"";""COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12"";""QUIJNHUBAXPXFS-XLJNKUFUSA-N""",,,,,,,,,,,,,
